employee_id,first_name,last_name,email,age,salary,department,hire_date,active,performance_score
296,Sam,Lee,liam.sanchez@enterprise.net,48,59627.28,HR,2021-08-17,True,3.2
297,Rachel,Jones,rachel.lopez@business.org,48,41622.07,HR,2020-01-29,True,4.0
298,Henry,Rodriguez,grace.martin@firm.co,55,50149.71,HR,2025-08-03,True,2.2
299,Sam,Clark,maya.taylor@company.com,42,46434.61,Operations,2018-04-11,True,2.7
300,Henry,Jones,bob.johnson@business.org,51,76887.38,Engineering,2023-01-11,True,3.9
301,Alice,Williams,wendy.hernandez@corp.com,54,85804.12,Finance,2016-03-13,True,2.5
302,Charlie,Johnson,quinn.anderson@business.org,49,63104.93,Operations,2016-08-30,False,3.4
303,Wendy,Garcia,tara.taylor@business.org,54,69592.56,Finance,2018-10-27,True,1.7
304,Uma,Sanchez,kate.martin@enterprise.net,26,61950.57,Sales,2018-01-13,True,3.4
305,Bob,Martinez,frank.gonzalez@firm.co,40,48784.48,Marketing,2023-11-06,True,4.4
306,Henry,Martin,xander.clark@enterprise.net,25,82245.26,Operations,2017-03-20,True,4.5
307,Charlie,White,sam.hernandez@firm.co,56,78050.69,Operations,2019-12-11,True,3.9
308,Casey,Clark,alex.taylor@firm.co,38,27149.08,Sales,2024-02-19,True,4.0
309,Bob,Jackson,peter.thompson@firm.co,49,59337.82,Operations,2020-09-14,True,3.2
310,Blake,Martinez,jack.thomas@company.com,51,47359.45,Finance,2023-12-03,True,3.3
311,Kate,Anderson,liam.hernandez@company.com,50,57181.23,Operations,2023-09-13,True,1.5
312,Charlie,Brown,noah.jackson@enterprise.net,27,51591.37,HR,2019-05-11,True,2.8
313,Quinn,Anderson,zoe.white@company.com,56,64071.59,Operations,2019-05-13,False,2.8
314,Henry,Thompson,tara.thomas@enterprise.net,62,58401.71,Marketing,2018-04-25,True,4.8
315,Ivy,Martinez,uma.sanchez@firm.co,58,57977.19,Finance,2015-12-05,True,2.7
316,Victor,Thompson,sam.davis@company.com,45,87147.77,Marketing,2024-01-26,True,3.2
317,Peter,Gonzalez,sam.thomas@business.org,50,76143.57,Sales,2017-06-15,True,3.1
318,Grace,Rodriguez,quinn.lee@firm.co,52,50922.11,Operations,2017-07-01,True,3.5
319,Rachel,Taylor,yara.clark@corp.com,56,53889.07,Finance,2020-04-14,True,4.0
320,Eve,Moore,eve.clark@business.org,54,74835.86,Sales,2021-09-07,False,1.9
321,Xander,Thomas,bob.jackson@company.com,42,74808.39,Marketing,2025-04-03,True,3.1
322,Drew,Anderson,grace.smith@corp.com,53,52924.4,Engineering,2023-04-03,True,4.3
323,Casey,Williams,kate.wilson@business.org,44,60320.19,HR,2017-03-03,True,2.9
324,Sam,Martin,noah.thompson@business.org,54,101936.12,Sales,2020-03-28,True,2.1
325,Sam,Johnson,noah.taylor@firm.co,24,53269.04,Operations,2023-02-09,True,3.6
326,Peter,Wilson,drew.thomas@company.com,39,103216.09,Marketing,2025-01-01,True,4.3
327,Henry,White,wendy.jones@firm.co,46,87073.34,Operations,2022-09-29,False,1.3
328,Zoe,Hernandez,grace.moore@enterprise.net,63,99508.33,Finance,2021-07-25,True,4.1
329,Peter,Martin,victor.thomas@firm.co,52,52418.56,Sales,2023-01-31,True,4.3
330,Zoe,Rodriguez,maya.hernandez@business.org,24,61628.88,Operations,2025-03-24,True,2.8
331,Noah,Smith,olivia.moore@enterprise.net,61,56016.72,Marketing,2018-03-18,False,4.9
332,Grace,Williams,rachel.lopez@enterprise.net,45,87535.06,Operations,2023-05-23,True,4.1
333,Diana,Davis,tara.thomas@business.org,53,53646.32,Engineering,2019-11-25,True,4.1
334,Diana,Perez,henry.rodriguez@firm.co,43,79624.31,Sales,2016-10-31,True,4.0
335,Victor,Clark,jack.davis@enterprise.net,44,78565.99,Marketing,2021-08-28,True,1.6
336,Noah,Jackson,yara.martinez@business.org,23,64039.41,Sales,2021-05-10,True,1.9
337,Liam,Jackson,wendy.thompson@corp.com,48,90973.19,Operations,2020-06-10,True,2.9
338,Noah,Smith,kate.thomas@enterprise.net,63,67153.6,Marketing,2020-08-10,True,2.1
339,Noah,Harris,rachel.sanchez@enterprise.net,23,81681.71,HR,2015-10-28,False,2.7
340,Olivia,Perez,jack.brown@firm.co,47,55105.93,Marketing,2025-03-09,True,4.6
341,Blake,Clark,victor.moore@corp.com,38,50531.26,Marketing,2025-04-05,True,4.3
342,Xander,Rodriguez,casey.gonzalez@enterprise.net,61,79622.91,Marketing,2018-06-08,True,3.5
343,Bob,Jackson,yara.sanchez@business.org,54,73616.8,Finance,2022-01-27,True,4.4
344,Victor,Johnson,jack.johnson@enterprise.net,30,69866.15,Marketing,2024-07-20,True,4.1
345,Uma,Harris,wendy.williams@enterprise.net,64,58126.23,HR,2017-10-25,True,2.7
346,Uma,Harris,drew.anderson@enterprise.net,60,95984.19,Engineering,2019-11-11,True,1.8
347,Diana,Garcia,xander.thomas@business.org,50,42668.28,HR,2018-08-08,True,3.1
348,Bob,Thomas,grace.clark@firm.co,63,41573.14,Engineering,2016-05-27,True,3.9
349,Maya,Taylor,ivy.moore@enterprise.net,47,83843.33,Operations,2022-08-22,True,2.7
350,Xander,Lee,eve.brown@firm.co,56,82201.93,Finance,2016-05-06,False,3.7
351,Kate,Anderson,xander.jackson@business.org,46,72075.26,Finance,2017-05-22,True,1.4
352,Zoe,Rodriguez,henry.johnson@firm.co,45,59240.96,Finance,2022-10-03,True,4.0
353,Blake,Garcia,henry.lee@business.org,34,75048.44,Engineering,2019-03-21,True,4.3
354,Diana,Jackson,bob.brown@corp.com,28,99416.61,HR,2019-08-09,True,3.8
355,Henry,Wilson,kate.thompson@corp.com,57,115310.92,Sales,2019-04-25,True,4.9
356,Grace,Lee,diana.perez@business.org,41,31871.73,Finance,2023-10-04,True,4.3
357,Grace,Clark,alice.moore@business.org,22,56621.6,Engineering,2021-06-26,True,4.6
358,Rachel,Thomas,noah.lee@corp.com,29,55364.53,Operations,2018-05-18,True,4.7
359,Olivia,Williams,peter.lee@business.org,37,97530.39,HR,2021-06-18,True,4.2
360,Eve,Thomas,yara.martinez@enterprise.net,35,15374.1,Finance,2021-08-11,True,3.7
361,Noah,Lopez,jack.lee@company.com,33,75276.7,Marketing,2019-02-12,True,1.0
362,Frank,Wilson,drew.harris@company.com,44,59863.79,HR,2018-05-19,True,2.9
363,Ivy,Hernandez,uma.jackson@business.org,36,97762.25,Engineering,2016-05-03,True,3.3
364,Olivia,Hernandez,rachel.white@company.com,49,95020.78,Sales,2024-11-01,True,2.2
365,Henry,Perez,drew.garcia@corp.com,55,72310.13,Sales,2019-11-30,True,2.3
366,Blake,Brown,casey.clark@business.org,23,33405.54,Sales,2022-11-20,False,4.8
367,Drew,Garcia,drew.johnson@corp.com,53,53522.21,Marketing,2021-06-27,True,4.6
368,Charlie,Hernandez,zoe.thomas@business.org,44,55712.18,HR,2023-03-18,False,4.4
369,Olivia,Wilson,drew.white@enterprise.net,43,38470.9,Finance,2019-12-01,True,2.6
370,Zoe,Thompson,casey.johnson@company.com,46,88091.69,HR,2021-02-26,True,1.1
371,Blake,Thomas,jack.jackson@firm.co,43,35931.47,Sales,2021-10-01,True,1.3
372,Blake,Martinez,diana.hernandez@enterprise.net,43,104306.55,Marketing,2016-07-17,True,2.2
373,Rachel,Perez,olivia.lee@firm.co,63,104256.45,Operations,2015-12-23,False,1.1
374,Diana,Gonzalez,quinn.thomas@business.org,27,57298.79,Sales,2021-11-02,True,1.1
375,Bob,Clark,blake.taylor@corp.com,36,71569.91,Engineering,2020-03-31,True,4.7
376,Uma,Harris,ivy.miller@company.com,64,63554.33,HR,2016-10-26,True,3.8
377,Rachel,Moore,kate.garcia@corp.com,58,83036.5,Marketing,2020-04-20,True,2.2
378,Alex,Johnson,uma.rodriguez@business.org,54,90493.55,Operations,2018-12-07,True,1.5
379,Alice,Anderson,alice.white@enterprise.net,29,70159.94,Sales,2025-08-19,True,3.0
380,Charlie,Williams,zoe.martinez@firm.co,26,74382.33,Marketing,2020-01-30,True,1.0
381,Drew,Hernandez,victor.harris@business.org,60,52587.91,Operations,2015-10-26,True,4.8
382,Yara,Rodriguez,frank.martin@corp.com,25,73734.28,Engineering,2024-02-24,True,2.7
383,Blake,Hernandez,alex.wilson@firm.co,27,68255.24,Engineering,2020-10-10,True,2.6
384,Henry,Brown,kate.williams@corp.com,53,46764.11,HR,2023-11-07,True,2.6
385,Frank,Harris,victor.brown@business.org,51,64719.26,Marketing,2023-02-16,False,1.3
386,Noah,Gonzalez,eve.thomas@enterprise.net,56,57336.35,Sales,2024-11-04,True,3.6
387,Peter,Taylor,drew.davis@company.com,61,52810.09,Sales,2019-12-09,True,3.9
388,Peter,Clark,ivy.gonzalez@business.org,37,42070.18,Finance,2018-06-29,True,3.7
389,Grace,Smith,olivia.harris@enterprise.net,34,66250.05,Sales,2022-07-23,True,1.6
390,Blake,Perez,kate.martinez@firm.co,63,49390.52,HR,2023-05-03,True,3.3
391,Maya,Moore,xander.jackson@company.com,51,55577.84,Engineering,2024-01-09,False,3.3
392,Casey,Anderson,ivy.lee@enterprise.net,40,86502.49,Sales,2023-08-12,True,4.5
393,Bob,Wilson,wendy.davis@company.com,38,77642.32,Finance,2023-12-11,False,2.5
394,Frank,Johnson,victor.brown@corp.com,40,45424.67,HR,2021-08-24,True,2.5
395,Maya,Miller,jack.garcia@corp.com,49,72037.82,Operations,2018-12-16,True,3.5
396,Alice,Taylor,victor.taylor@enterprise.net,47,67655.61,HR,2017-08-30,True,3.5
397,Maya,Lopez,wendy.brown@enterprise.net,58,99033.92,HR,2016-07-18,True,2.9
398,Ivy,Martin,liam.martin@business.org,47,92662.9,HR,2024-05-19,True,2.8
399,Drew,Harris,henry.jones@corp.com,44,34325.03,HR,2018-04-18,True,3.0
400,Zoe,Thomas,eve.anderson@firm.co,30,82222.55,HR,2023-02-15,True,4.4
401,Zoe,Lee,liam.wilson@firm.co,33,90303.95,Engineering,2021-01-21,True,2.8
402,Olivia,Anderson,drew.thomas@firm.co,22,76187.18,Engineering,2016-08-11,True,4.8
403,Jack,Harris,zoe.perez@business.org,22,58291.76,Finance,2022-01-02,True,3.0
404,Noah,Johnson,yara.davis@firm.co,55,113267.88,Sales,2017-08-18,True,4.8
405,Wendy,Miller,blake.sanchez@company.com,53,78028.19,Operations,2024-06-08,True,4.3
406,Xander,Rodriguez,quinn.anderson@firm.co,46,104530.89,Marketing,2020-04-22,True,2.4
407,Zoe,Moore,wendy.lopez@company.com,61,92029.57,Engineering,2018-02-19,True,4.5
408,Rachel,Jones,drew.jackson@company.com,22,74282.69,Marketing,2020-05-03,True,1.4
409,Victor,Martinez,bob.clark@firm.co,37,53405.98,Finance,2020-05-02,True,4.7
410,Wendy,Anderson,casey.taylor@business.org,60,64517.9,Sales,2023-05-06,False,3.5
411,Peter,Thompson,sam.moore@business.org,26,60561.75,Engineering,2019-01-31,True,1.2
412,Eve,Thomas,frank.hernandez@firm.co,43,40709.62,Operations,2023-11-25,True,3.6
413,Grace,Brown,olivia.brown@business.org,50,78005.63,Engineering,2018-06-13,True,4.9
414,Jack,Smith,wendy.jackson@corp.com,24,96347.06,Operations,2016-05-12,True,1.3
415,Grace,Lee,charlie.taylor@corp.com,33,59033.93,Operations,2021-02-05,True,3.2
416,Bob,Martin,zoe.johnson@corp.com,47,108273.13,Sales,2025-06-16,True,4.0
417,Sam,Sanchez,eve.taylor@corp.com,37,33848.34,Sales,2022-12-22,True,4.2
418,Xander,Davis,olivia.jackson@company.com,58,86087.27,Operations,2025-03-23,True,2.7
419,Rachel,Thompson,rachel.anderson@enterprise.net,43,98430.4,Marketing,2024-04-10,True,1.8
420,Bob,Garcia,xander.smith@corp.com,50,60919.39,Marketing,2019-04-11,True,1.2
421,Xander,Martinez,ivy.clark@company.com,35,61278.87,Sales,2019-01-24,True,3.3
422,Kate,Moore,xander.miller@firm.co,49,85855.3,Engineering,2023-11-26,False,2.8
423,Bob,Smith,charlie.johnson@corp.com,26,75119.82,HR,2024-03-13,True,4.8
424,Bob,Moore,liam.thompson@company.com,51,25051.77,Finance,2018-08-25,False,1.2
425,Sam,Wilson,rachel.johnson@company.com,26,48132.54,Finance,2019-12-17,True,3.7
426,Peter,Williams,drew.thomas@company.com,33,64729.01,Marketing,2025-04-08,True,1.1
427,Quinn,Davis,jack.wilson@business.org,37,37606.04,Sales,2019-04-16,True,1.7
428,Drew,Clark,yara.jones@corp.com,47,55516.51,Engineering,2024-01-23,True,2.8
429,Blake,Brown,liam.gonzalez@corp.com,47,38106.29,Engineering,2025-01-29,True,2.8
430,Quinn,Anderson,blake.gonzalez@corp.com,42,57596.59,Marketing,2023-11-04,True,3.7
431,Frank,Brown,charlie.perez@firm.co,60,58267.55,Marketing,2022-10-24,True,4.6
432,Bob,Lee,eve.lee@enterprise.net,57,72035.09,HR,2023-09-09,True,3.6
433,Quinn,Clark,diana.garcia@firm.co,54,63164.81,Operations,2019-11-30,True,4.8
434,Charlie,Jones,maya.taylor@business.org,51,75055.79,Finance,2021-02-28,True,4.5
435,Blake,Thomas,xander.davis@company.com,58,72670.88,Finance,2018-12-27,True,3.3
436,Frank,Thompson,yara.smith@enterprise.net,44,85626.8,Finance,2019-05-22,True,4.3
437,Charlie,Martinez,olivia.perez@firm.co,31,82475.66,Marketing,2018-07-23,False,3.6
438,Tara,Taylor,noah.moore@corp.com,26,80362.48,HR,2025-07-01,False,1.3
439,Charlie,Thompson,alex.davis@business.org,57,127097.35,Operations,2015-11-09,True,4.0
440,Victor,Rodriguez,olivia.lopez@business.org,55,71948.05,Sales,2017-08-21,True,1.4
441,Blake,Wilson,ivy.miller@company.com,52,116871.43,Marketing,2017-07-18,True,3.4
442,Henry,Clark,bob.sanchez@corp.com,31,73244.37,HR,2018-04-15,True,3.8
443,Maya,Thomas,tara.harris@company.com,40,63342.98,Marketing,2016-06-30,True,1.3
444,Diana,Thomas,henry.miller@company.com,53,57536.7,Sales,2022-07-12,True,1.9
445,Casey,Davis,diana.martin@company.com,22,95194.52,Sales,2024-09-29,True,4.7
446,Sam,Anderson,olivia.martin@company.com,26,97810.07,HR,2023-04-12,True,3.5
447,Henry,Moore,henry.white@company.com,25,76995.68,Engineering,2020-09-02,True,2.0
448,Sam,Jones,maya.anderson@business.org,37,87670.94,Sales,2018-11-27,True,3.8
449,Tara,Gonzalez,rachel.miller@company.com,45,39455.59,Sales,2020-06-03,False,3.4
450,Bob,Miller,eve.taylor@enterprise.net,37,34024.4,Operations,2015-12-25,True,3.0
451,Tara,Martin,henry.clark@firm.co,23,89926.54,Sales,2020-04-22,True,4.9
452,Charlie,Taylor,kate.jackson@firm.co,49,62463.77,Sales,2023-10-18,False,3.7
453,Noah,White,yara.perez@enterprise.net,53,79986.05,Operations,2023-04-01,True,2.5
454,Victor,Jones,henry.martinez@business.org,48,50654.24,Engineering,2016-05-24,True,4.2
455,Sam,Williams,victor.taylor@business.org,41,98139.77,Finance,2021-02-06,True,4.5
456,Sam,Rodriguez,noah.martinez@enterprise.net,45,34191.63,Finance,2018-12-20,True,1.5
457,Quinn,Harris,bob.moore@firm.co,33,37288.3,Sales,2024-02-09,True,1.8
458,Kate,Sanchez,casey.white@business.org,56,93886.23,Engineering,2016-10-18,True,1.9
459,Drew,Wilson,uma.perez@corp.com,54,12803.16,Marketing,2019-03-05,False,3.8
460,Ivy,Hernandez,rachel.thomas@company.com,54,72571.38,Operations,2016-07-04,True,3.4
461,Grace,Sanchez,liam.lee@corp.com,64,62853.48,Operations,2017-02-06,True,3.5
462,Victor,Taylor,zoe.taylor@enterprise.net,58,50280.96,Engineering,2023-09-02,True,4.8
463,Wendy,Rodriguez,wendy.wilson@corp.com,33,61001.2,HR,2018-09-20,True,4.1
464,Kate,Clark,eve.martinez@corp.com,24,48049.53,Operations,2018-04-24,True,1.5
465,Henry,Smith,frank.harris@firm.co,22,95845.12,Marketing,2019-12-24,True,2.4
466,Ivy,Martinez,peter.davis@business.org,54,101089.94,Finance,2022-09-28,True,2.7
467,Maya,White,jack.thompson@business.org,61,51285.25,Finance,2023-10-30,True,2.6
468,Eve,Martinez,zoe.anderson@company.com,31,70510.5,Engineering,2017-08-02,False,3.7
469,Victor,Clark,rachel.wilson@corp.com,64,38498.47,Finance,2018-01-07,True,4.6
470,Uma,Jackson,rachel.taylor@business.org,50,86461.04,Engineering,2021-11-12,True,2.2
471,Jack,Jackson,maya.davis@enterprise.net,34,85940.18,Operations,2020-08-15,True,3.2
472,Olivia,Perez,grace.hernandez@company.com,33,59094.76,Engineering,2019-01-07,False,4.2
473,Kate,Thomas,drew.anderson@enterprise.net,52,65337.7,Operations,2019-01-31,True,2.7
474,Drew,Jones,charlie.moore@business.org,23,63124.69,Engineering,2024-12-08,False,1.7
475,Yara,Anderson,bob.rodriguez@corp.com,56,32630.84,Engineering,2023-02-17,True,2.9
476,Drew,Moore,victor.martin@firm.co,44,95920.08,Operations,2021-06-19,True,1.2
477,Charlie,Thomas,bob.williams@business.org,38,49660.94,Engineering,2021-05-21,True,4.8
478,Alice,Lopez,zoe.harris@firm.co,47,49797.01,HR,2024-03-23,True,1.3
479,Olivia,Hernandez,xander.perez@firm.co,29,61991.6,HR,2024-06-28,True,2.8
480,Tara,Moore,grace.thomas@business.org,50,84910.97,HR,2025-07-10,True,3.1
481,Sam,Harris,blake.hernandez@enterprise.net,47,53173.94,Engineering,2023-06-10,True,4.9
482,Diana,Moore,drew.smith@business.org,31,25956.3,Finance,2019-11-05,True,1.7
483,Charlie,Gonzalez,drew.miller@company.com,47,47260.04,Marketing,2016-01-26,False,1.5
484,Rachel,Anderson,xander.harris@corp.com,55,73482.81,HR,2020-01-20,True,1.0
485,Grace,Hernandez,drew.davis@firm.co,62,108795.01,Operations,2018-01-12,False,1.6
486,Quinn,Miller,wendy.miller@corp.com,28,39801.6,Sales,2020-12-31,True,1.8
487,Ivy,Thompson,drew.davis@firm.co,25,39069.96,Sales,2016-06-09,True,3.5
488,Eve,Davis,kate.harris@enterprise.net,32,34748.09,Operations,2024-01-12,True,1.9
489,Drew,Jackson,maya.anderson@firm.co,50,32265.5,Operations,2018-12-01,True,1.1
490,Liam,Gonzalez,uma.lopez@enterprise.net,57,89113.83,Operations,2024-08-17,True,4.3
491,Casey,Davis,ivy.lopez@firm.co,46,94893.77,Engineering,2023-09-20,True,2.5
492,Charlie,Harris,casey.thomas@corp.com,42,68555.12,Marketing,2020-05-15,True,2.4
493,Casey,Wilson,diana.sanchez@corp.com,57,55645.74,HR,2018-10-24,False,2.2
494,Henry,Johnson,yara.clark@enterprise.net,31,100822.88,Operations,2018-12-25,True,4.9
495,Liam,Hernandez,drew.miller@enterprise.net,58,68478.16,Engineering,2025-04-09,True,1.7
496,Jack,White,kate.wilson@company.com,30,86788.73,Operations,2015-11-12,False,4.6
497,Frank,Thomas,sam.davis@business.org,45,54671.02,Finance,2016-12-01,True,4.1
498,Olivia,Thompson,alice.rodriguez@firm.co,56,65884.88,Marketing,2019-10-01,True,1.3
499,Alex,Sanchez,drew.jackson@firm.co,56,40253.17,Finance,2020-01-24,True,4.9
500,Rachel,Gonzalez,xander.wilson@enterprise.net,57,77584.98,Finance,2017-04-09,True,2.1
501,Wendy,Gonzalez,eve.miller@enterprise.net,39,68818.76,Operations,2024-05-22,True,1.4
502,Jack,Perez,henry.gonzalez@firm.co,60,47108.74,Sales,2024-08-30,True,4.3
503,Tara,Sanchez,alex.davis@corp.com,53,47377.86,HR,2020-04-19,True,3.8
504,Zoe,Clark,rachel.lee@enterprise.net,45,97319.17,Engineering,2018-04-25,True,3.5
505,Uma,Lee,ivy.harris@corp.com,44,104433.38,Finance,2024-03-31,True,1.6
506,Quinn,Jones,xander.lee@corp.com,53,60737.29,Operations,2018-12-10,True,2.9
507,Alice,Thomas,olivia.garcia@enterprise.net,58,66355.07,Finance,2019-08-30,True,4.1
508,Victor,Johnson,frank.jones@firm.co,33,73002.29,Engineering,2016-06-05,True,2.2
509,Alex,Jones,peter.garcia@firm.co,34,67960.64,Marketing,2025-09-11,True,2.2
510,Rachel,Taylor,uma.johnson@firm.co,44,31514.05,Engineering,2017-01-07,True,1.0
511,Jack,Jackson,bob.clark@company.com,46,73557.41,Engineering,2018-02-05,False,1.7
512,Drew,Hernandez,alex.perez@company.com,56,23242.22,HR,2018-06-05,True,4.5
513,Victor,Brown,yara.smith@corp.com,62,50346.32,Sales,2020-11-13,True,2.8
514,Diana,Anderson,eve.clark@business.org,51,75108.54,Finance,2019-11-08,True,4.9
515,Casey,Brown,charlie.thompson@business.org,38,76999.88,Sales,2020-12-27,True,2.6
516,Eve,Taylor,alice.miller@firm.co,41,48798.54,Marketing,2021-07-21,True,3.9
517,Ivy,Anderson,olivia.lopez@company.com,46,55831.26,Finance,2015-11-24,True,2.1
518,Diana,Smith,tara.lee@firm.co,43,53123.27,Sales,2025-03-22,True,2.5
519,Casey,White,drew.thomas@corp.com,34,62943.12,Marketing,2017-11-19,True,1.8
520,Diana,Jones,alice.smith@firm.co,40,64464.11,Operations,2019-10-07,True,2.4
521,Xander,Wilson,rachel.wilson@company.com,57,78369.36,HR,2020-11-23,False,3.2
522,Rachel,Lee,alice.taylor@enterprise.net,33,54662.06,Marketing,2023-02-19,True,5.0
523,Eve,Jones,rachel.martinez@company.com,62,72467.92,Sales,2016-09-16,True,3.7
524,Ivy,Williams,quinn.clark@corp.com,40,75140.32,Engineering,2020-04-20,True,1.8
525,Jack,Thomas,zoe.garcia@company.com,33,68965.79,Finance,2016-11-07,True,1.2
526,Tara,Sanchez,drew.brown@firm.co,30,59807.88,HR,2017-02-01,True,1.5
527,Grace,Rodriguez,eve.davis@business.org,28,68612.91,Sales,2021-06-07,True,3.3
528,Wendy,Hernandez,tara.taylor@enterprise.net,49,80034.81,Operations,2021-10-11,True,4.1
529,Kate,Martin,alex.lopez@enterprise.net,35,81783.7,HR,2019-02-07,True,4.8
530,Grace,Thompson,zoe.gonzalez@company.com,52,101307.45,Marketing,2016-09-07,True,1.1
531,Victor,Gonzalez,liam.gonzalez@corp.com,40,45199.48,Sales,2017-05-24,True,3.1
532,Uma,Lee,sam.davis@business.org,37,56199.85,Engineering,2017-03-02,True,2.9
533,Blake,Williams,jack.perez@company.com,26,32730.63,Engineering,2016-04-26,True,3.6
534,Ivy,Hernandez,uma.lee@company.com,56,83620.19,Operations,2017-11-23,True,3.2
535,Quinn,Perez,charlie.gonzalez@corp.com,33,58309.85,Engineering,2019-04-01,True,3.7
536,Peter,Moore,maya.moore@corp.com,46,69123.82,Engineering,2024-08-11,True,3.6
537,Ivy,Gonzalez,bob.lee@company.com,42,52913.23,Finance,2020-12-08,False,1.5
538,Casey,Hernandez,wendy.garcia@company.com,57,58465.92,Operations,2024-03-16,True,4.2
539,Drew,Lee,peter.wilson@enterprise.net,44,89463.8,HR,2022-11-08,True,1.5
540,Blake,Thompson,sam.brown@firm.co,37,78884.67,Sales,2020-05-10,True,3.8
541,Bob,Harris,drew.johnson@business.org,60,62769.56,Engineering,2017-02-13,True,2.7
542,Charlie,Thomas,grace.thompson@firm.co,63,80356.28,Finance,2023-02-06,True,3.1
543,Uma,Moore,peter.rodriguez@company.com,60,80798.0,Engineering,2016-01-28,True,4.6
544,Noah,Johnson,drew.williams@enterprise.net,35,57171.49,Operations,2024-10-07,True,4.6
545,Alex,Martin,casey.moore@firm.co,52,35618.41,Operations,2022-07-13,True,4.3
546,Ivy,Williams,victor.johnson@business.org,26,47016.77,Engineering,2018-12-31,True,3.0
547,Bob,Davis,drew.hernandez@company.com,56,38189.43,Marketing,2015-11-16,True,3.9
548,Alice,Lee,grace.jackson@business.org,44,88288.69,Operations,2019-08-11,True,3.1
549,Kate,Perez,yara.clark@corp.com,50,91762.3,Sales,2021-02-15,False,4.5
550,Yara,Martinez,drew.williams@enterprise.net,64,96727.48,HR,2022-10-26,True,2.6
551,Eve,Davis,frank.jackson@business.org,32,24608.89,Marketing,2023-08-03,True,4.9
552,Uma,White,sam.clark@corp.com,39,86428.02,Marketing,2025-08-24,True,4.7
553,Ivy,Williams,victor.moore@enterprise.net,33,109243.83,HR,2017-10-03,False,4.0
554,Frank,Wilson,maya.harris@business.org,30,87239.75,Engineering,2017-05-15,True,2.1
555,Xander,Brown,zoe.thompson@company.com,31,21975.41,Engineering,2016-11-08,True,1.5
556,Olivia,Harris,quinn.white@enterprise.net,38,100365.97,Sales,2025-08-17,True,4.4
557,Rachel,Lee,bob.brown@corp.com,59,65833.78,Engineering,2019-03-24,True,1.7
558,Wendy,Thompson,henry.clark@company.com,28,60352.02,Marketing,2019-11-06,True,4.4
559,Noah,Brown,kate.martin@firm.co,34,74021.91,Marketing,2024-05-21,True,3.0
560,Rachel,Anderson,tara.gonzalez@enterprise.net,61,44019.86,Operations,2019-11-18,True,2.6
561,Alice,Garcia,alice.lee@enterprise.net,63,65055.65,Marketing,2025-08-17,True,4.6
562,Diana,Thompson,zoe.anderson@corp.com,30,97408.59,HR,2021-07-02,True,3.4
563,Charlie,Martinez,henry.lopez@firm.co,48,77447.94,Operations,2018-05-14,False,3.3
564,Casey,Smith,maya.wilson@business.org,23,66168.03,Engineering,2023-05-28,True,3.2
565,Wendy,Johnson,victor.jackson@corp.com,26,66792.16,Engineering,2017-12-29,True,2.5
566,Casey,Hernandez,charlie.harris@firm.co,50,41372.12,Engineering,2016-09-08,True,4.1
567,Eve,Sanchez,jack.sanchez@business.org,58,62000.24,Engineering,2022-03-02,False,2.0
568,Rachel,Johnson,wendy.williams@company.com,59,32314.09,Sales,2021-02-14,True,4.8
569,Bob,Martinez,ivy.jones@corp.com,40,85448.82,Operations,2021-08-24,False,4.6
570,Alex,Lopez,wendy.sanchez@business.org,29,21285.79,Operations,2024-07-06,True,2.3
571,Liam,Lopez,xander.gonzalez@enterprise.net,22,82098.01,Sales,2023-12-22,True,3.9
572,Sam,Wilson,liam.brown@company.com,43,84588.22,Marketing,2020-12-05,True,3.3
573,Rachel,Jones,alice.martinez@corp.com,38,91375.29,Marketing,2018-05-27,False,2.4
574,Eve,Davis,liam.harris@enterprise.net,28,66737.18,HR,2019-02-22,True,5.0
575,Noah,Taylor,diana.jones@company.com,46,83332.57,Finance,2022-11-12,False,1.1
576,Eve,Wilson,frank.wilson@corp.com,25,61805.07,Marketing,2022-10-11,False,2.0
577,Bob,Jackson,rachel.moore@firm.co,57,41266.06,Operations,2016-02-14,True,3.1
578,Jack,Perez,noah.brown@company.com,27,95614.65,Engineering,2019-09-12,True,3.1
579,Liam,Sanchez,charlie.lopez@firm.co,52,63062.28,Marketing,2020-12-16,False,3.4
580,Casey,Garcia,charlie.martin@firm.co,40,36809.77,Marketing,2019-05-18,True,4.0
581,Drew,Garcia,zoe.hernandez@corp.com,60,55663.7,Sales,2021-08-10,True,3.5
582,Zoe,Garcia,alice.martinez@corp.com,48,56453.51,Engineering,2018-11-05,True,3.4
583,Blake,Williams,maya.harris@company.com,31,74233.94,HR,2022-08-14,True,1.2
584,Bob,Martin,xander.moore@business.org,47,111940.95,HR,2018-01-28,False,2.5
585,Casey,Gonzalez,sam.taylor@business.org,40,75448.37,HR,2021-04-02,True,1.9
586,Liam,Martin,victor.gonzalez@business.org,60,69136.88,Marketing,2017-03-29,True,2.1
587,Grace,Perez,eve.rodriguez@enterprise.net,24,114115.52,HR,2023-06-04,True,3.2
588,Victor,Davis,ivy.thomas@business.org,34,84577.87,Operations,2021-01-27,True,1.8
589,Henry,Thomas,charlie.garcia@corp.com,49,70084.98,HR,2019-07-08,False,2.2
590,Victor,Jackson,ivy.wilson@enterprise.net,41,55411.76,HR,2016-12-01,True,1.9
591,Diana,Jones,peter.sanchez@company.com,49,71324.0,Operations,2019-06-16,True,4.8
